"","hitid","hittypeid","title","description","keywords","reward","creationtime","assignments","numavailable","numpending","numcomplete","hitstatus","reviewstatus","annotation","assignmentduration","autoapprovaldelay","hitlifetime","viewhit","assignmentid","assignmentstatus","autoapprovaltime","assignmentaccepttime","assignmentsubmittime","assignmentapprovaltime","assignmentrejecttime","deadline","feedback","reject","Answer.response_0","Answer.responseValue_0","Answer.responseSide_0","Answer.langCondition_0","Answer.objCondition_0","Answer.word_0","Answer.criticalSimple_0","Answer.criticalComplicated_0","Answer.response_1","Answer.responseValue_1","Answer.responseSide_1","Answer.langCondition_1","Answer.objCondition_1","Answer.word_1","Answer.criticalSimple_1","Answer.criticalComplicated_1","Answer.response_2","Answer.responseValue_2","Answer.responseSide_2","Answer.langCondition_2","Answer.objCondition_2","Answer.word_2","Answer.criticalSimple_2","Answer.criticalComplicated_2","Answer.response_3","Answer.responseValue_3","Answer.responseSide_3","Answer.langCondition_3","Answer.objCondition_3","Answer.word_3","Answer.criticalSimple_3","Answer.criticalComplicated_3","Answer.response_4","Answer.responseValue_4","Answer.responseSide_4","Answer.langCondition_4","Answer.objCondition_4","Answer.word_4","Answer.criticalSimple_4","Answer.criticalComplicated_4","Answer.response_5","Answer.responseValue_5","Answer.responseSide_5","Answer.langCondition_5","Answer.objCondition_5","Answer.word_5","Answer.criticalSimple_5","Answer.criticalComplicated_5","Answer.about","Answer.comment","workerids"
"41","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3GGAI1SQEVYX3QCAUMNUTPH2623MC1","Submitted","Fri Sep 26 17:38:41 PDT 2014","Thu Sep 11 17:36:40 PDT 2014","Thu Sep 11 17:38:41 PDT 2014",NA,NA,NA,NA,NA,"""5-5""","""complex""","""left""","""three""","""1-5""","""bikunop""","""1-1""","""5-5""","""1-7""","""simple""","""left""","""one""","""1-5""","""pum""","""1-7""","""5-8""","""1-5""","""simple""","""left""","""five""","""1-5""","""nubatonigir""","""1-5""","""5-6""","""5-4""","""complex""","""right""","""one""","""1-5""","""pag""","""1-2""","""5-4""","""1-4""","""simple""","""left""","""three""","""1-5""","""dumupim""","""1-4""","""5-1""","""5-3""","""complex""","""left""","""five""","""1-5""","""natudotimog""","""1-6""","""5-3""","""how we associate words and objects""","""""","41"
"42","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3VHHR074H3H7LRZT3TE4DQAZ5NN7LU","Submitted","Fri Sep 26 17:40:37 PDT 2014","Thu Sep 11 17:39:26 PDT 2014","Thu Sep 11 17:40:37 PDT 2014",NA,NA,NA,NA,NA,"""5-3""","""complex""","""right""","""one""","""1-5""","""bup""","""1-7""","""5-3""","""5-4""","""complex""","""left""","""five""","""1-5""","""gikutokitib""","""1-3""","""5-4""","""5-1""","""complex""","""right""","""five""","""1-5""","""tugumipipum""","""1-6""","""5-1""","""1-4""","""simple""","""left""","""three""","""1-5""","""nonugan""","""1-4""","""5-2""","""5-5""","""complex""","""right""","""three""","""1-5""","""nanimup""","""1-2""","""5-5""","""5-7""","""complex""","""left""","""one""","""1-5""","""bax""","""1-8""","""5-7""","""Word meanings ""","""""","42"
"43","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","354GIDR5ZB6G6KANT17C0R8OUB600E","Submitted","Fri Sep 26 17:41:17 PDT 2014","Thu Sep 11 17:40:22 PDT 2014","Thu Sep 11 17:41:17 PDT 2014",NA,NA,NA,NA,NA,"""5-1""","""complex""","""left""","""three""","""1-5""","""mugamog""","""1-4""","""5-1""","""5-4""","""complex""","""right""","""three""","""1-5""","""midatib""","""1-8""","""5-4""","""5-6""","""complex""","""left""","""five""","""1-5""","""dububipunad""","""1-7""","""5-6""","""5-5""","""complex""","""right""","""one""","""1-5""","""gir""","""1-6""","""5-5""","""5-2""","""complex""","""right""","""one""","""1-5""","""kug""","""1-5""","""5-2""","""5-3""","""complex""","""right""","""five""","""1-5""","""tunudonobax""","""1-2""","""5-3""","""Naming random objects""","""Was this testing to see if the longer words corresponded to more complicated shapes?""","43"
"44","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3GGAI1SQEVYX3QCAUMNUTPH2623CMR","Submitted","Fri Sep 26 17:43:48 PDT 2014","Thu Sep 11 17:38:08 PDT 2014","Thu Sep 11 17:43:48 PDT 2014",NA,NA,NA,NA,NA,"""5-7""","""complex""","""right""","""three""","""1-5""","""kugogan""","""1-1""","""5-7""","""5-4""","""complex""","""right""","""five""","""1-5""","""gupunimobup""","""1-7""","""5-4""","""1-3""","""simple""","""right""","""three""","""1-5""","""donopag""","""1-3""","""5-5""","""1-2""","""simple""","""right""","""one""","""1-5""","""bip""","""1-2""","""5-1""","""5-6""","""complex""","""right""","""five""","""1-5""","""tudumutimig""","""1-8""","""5-6""","""1-5""","""simple""","""left""","""one""","""1-5""","""nur""","""1-5""","""5-8""","""This survey had me looking at two different objects that were presented to me, and imaginging someone said a made up word. I then had to decide which of the two objects the person was referring to, and click the button below the object to make my choice. ""","""I always enjoy your surveys. They're interesting and make me think. I like how they're interactive, and I wish to thank you for the opportunity to do work for you, and I hope that my answers are beneficial to you! Thanks again!""","44"
"45","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3OONKJ5DKCJ2TO5GT26CA90PJIJBO1","Submitted","Fri Sep 26 17:44:39 PDT 2014","Thu Sep 11 17:43:50 PDT 2014","Thu Sep 11 17:44:39 PDT 2014",NA,NA,NA,NA,NA,"""5-2""","""complex""","""right""","""one""","""1-5""","""bup""","""1-6""","""5-2""","""5-7""","""complex""","""left""","""five""","""1-5""","""tobadagukig""","""1-5""","""5-7""","""5-5""","""complex""","""right""","""five""","""1-5""","""gigabidopag""","""1-4""","""5-5""","""1-8""","""simple""","""right""","""three""","""1-5""","""nopipum""","""1-8""","""5-1""","""1-1""","""simple""","""left""","""three""","""1-5""","""tunumig""","""1-1""","""5-4""","""5-8""","""complex""","""right""","""one""","""1-5""","""nad""","""1-3""","""5-8""","""not sure""","""no""","45"
"46","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","32Q90QCQ1SLHA0WL51G940P12AMEKK","Submitted","Fri Sep 26 17:46:00 PDT 2014","Thu Sep 11 17:44:44 PDT 2014","Thu Sep 11 17:46:00 PDT 2014",NA,NA,NA,NA,NA,"""5-1""","""complex""","""right""","""one""","""1-5""","""mup""","""1-4""","""5-1""","""5-3""","""complex""","""left""","""three""","""1-5""","""gapadop""","""1-1""","""5-3""","""5-7""","""complex""","""right""","""five""","""1-5""","""bidaminakug""","""1-8""","""5-7""","""5-2""","""complex""","""right""","""five""","""1-5""","""notupudugup""","""1-5""","""5-2""","""5-4""","""complex""","""right""","""three""","""1-5""","""gopimog""","""1-2""","""5-4""","""5-5""","""complex""","""left""","""one""","""1-5""","""gir""","""1-7""","""5-5""","""What shapes we associate with different words.""","""""","46"
"47","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","37UEWGM5HT84D3F4JXURYSSL8TDR18","Submitted","Fri Sep 26 17:52:19 PDT 2014","Thu Sep 11 17:50:43 PDT 2014","Thu Sep 11 17:52:19 PDT 2014",NA,NA,NA,NA,NA,"""5-3""","""complex""","""right""","""five""","""1-5""","""togapubitud""","""1-5""","""5-3""","""1-3""","""simple""","""right""","""one""","""1-5""","""nur""","""1-3""","""5-5""","""5-8""","""complex""","""right""","""five""","""1-5""","""kunidadopim""","""1-1""","""5-8""","""1-7""","""simple""","""right""","""three""","""1-5""","""mipamup""","""1-7""","""5-2""","""5-1""","""complex""","""left""","""three""","""1-5""","""gugobax""","""1-6""","""5-1""","""1-8""","""simple""","""left""","""one""","""1-5""","""gir""","""1-8""","""5-6""","""seeing a word and trying to put into visual form""","""none""","47"
"48","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3G2UL9A02DEP26WMGP82O7S2FSZ67M","Submitted","Fri Sep 26 17:53:02 PDT 2014","Thu Sep 11 17:51:57 PDT 2014","Thu Sep 11 17:53:02 PDT 2014",NA,NA,NA,NA,NA,"""5-2""","""complex""","""left""","""one""","""1-5""","""nid""","""1-8""","""5-2""","""5-8""","""complex""","""left""","""one""","""1-5""","""bup""","""1-6""","""5-8""","""5-3""","""complex""","""right""","""five""","""1-5""","""monakutupim""","""1-1""","""5-3""","""1-4""","""simple""","""left""","""three""","""1-5""","""kigibip""","""1-4""","""5-6""","""5-1""","""complex""","""left""","""three""","""1-5""","""nubagan""","""1-2""","""5-1""","""5-7""","""complex""","""right""","""five""","""1-5""","""pagunodutob""","""1-3""","""5-7""","""our interpretations of words""","""Good Luck""","48"
"49","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3IXQG4FA2TYZM11ARDNUDJ50OJZB9P","Submitted","Fri Sep 26 17:58:02 PDT 2014","Thu Sep 11 17:57:17 PDT 2014","Thu Sep 11 17:58:02 PDT 2014",NA,NA,NA,NA,NA,"""5-2""","""complex""","""left""","""one""","""1-5""","""nop""","""1-6""","""5-2""","""5-5""","""complex""","""right""","""five""","""1-5""","""dopanadukug""","""1-8""","""5-5""","""5-4""","""complex""","""right""","""five""","""1-5""","""batugigonid""","""1-5""","""5-4""","""5-7""","""complex""","""left""","""three""","""1-5""","""pibugup""","""1-2""","""5-7""","""1-3""","""simple""","""right""","""three""","""1-5""","""tobikig""","""1-3""","""5-6""","""1-1""","""simple""","""right""","""one""","""1-5""","""mup""","""1-1""","""5-3""","""assigning invented words to shapes""","""""","49"
"50","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3QAVNHZ3EM4P4TXRAWQONHCP6VVALQ","Submitted","Fri Sep 26 17:58:22 PDT 2014","Thu Sep 11 17:54:41 PDT 2014","Thu Sep 11 17:58:22 PDT 2014",NA,NA,NA,NA,NA,"""5-7""","""complex""","""right""","""five""","""1-5""","""pibibanupum""","""1-2""","""5-7""","""1-3""","""simple""","""right""","""one""","""1-5""","""mog""","""1-3""","""5-6""","""1-6""","""simple""","""left""","""one""","""1-5""","""dop""","""1-6""","""5-8""","""5-4""","""complex""","""right""","""five""","""1-5""","""kuganimibup""","""1-8""","""5-4""","""5-2""","""complex""","""right""","""three""","""1-5""","""tukigir""","""1-1""","""5-2""","""1-7""","""simple""","""left""","""three""","""1-5""","""mudugup""","""1-7""","""5-1""","""if there is any connection between the way a word sounds and the object is describes""","""no""","50"
"51","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3WZ36BJEV3GI6GAOPJSB4J6CIQ2BTP","Submitted","Fri Sep 26 17:59:45 PDT 2014","Thu Sep 11 17:58:37 PDT 2014","Thu Sep 11 17:59:45 PDT 2014",NA,NA,NA,NA,NA,"""5-7""","""complex""","""right""","""three""","""1-5""","""topamog""","""1-4""","""5-7""","""5-6""","""complex""","""right""","""five""","""1-5""","""pitinubukug""","""1-2""","""5-6""","""1-7""","""simple""","""left""","""five""","""1-5""","""gabimumipum""","""1-7""","""5-3""","""5-5""","""complex""","""right""","""one""","""1-5""","""kig""","""1-6""","""5-5""","""1-1""","""simple""","""left""","""one""","""1-5""","""nad""","""1-1""","""5-8""","""1-5""","""simple""","""left""","""three""","""1-5""","""bagonid""","""1-5""","""5-4""","""Associating objects with words""","""Fun HIT, thanks""","51"
"52","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3M68NM076H7ZKPG1P368TOJ2G4U6RM","Submitted","Fri Sep 26 18:00:27 PDT 2014","Thu Sep 11 17:58:43 PDT 2014","Thu Sep 11 18:00:27 PDT 2014",NA,NA,NA,NA,NA,"""5-1""","""complex""","""right""","""one""","""1-5""","""bax""","""1-7""","""5-1""","""5-7""","""complex""","""right""","""three""","""1-5""","""pibimup""","""1-4""","""5-7""","""1-1""","""simple""","""left""","""five""","""1-5""","""patimominur""","""1-1""","""5-3""","""1-6""","""simple""","""left""","""three""","""1-5""","""dubukug""","""1-6""","""5-4""","""1-8""","""simple""","""left""","""one""","""1-5""","""tob""","""1-8""","""5-5""","""5-2""","""complex""","""left""","""five""","""1-5""","""ganidotugog""","""1-5""","""5-2""","""Trying to figure out what I would shape I thought made the most sense when presented with an unfamiliar (or made up for all I know) word.""","""""","52"
"53","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3TXD01ZLD4HDLU44A98Y11M8RCS4U3","Submitted","Fri Sep 26 18:02:47 PDT 2014","Thu Sep 11 18:02:12 PDT 2014","Thu Sep 11 18:02:47 PDT 2014",NA,NA,NA,NA,NA,"""5-2""","""complex""","""left""","""three""","""1-5""","""tikidax""","""1-8""","""5-2""","""5-3""","""complex""","""right""","""five""","""1-5""","""midomutupum""","""1-6""","""5-3""","""1-3""","""simple""","""right""","""one""","""1-5""","""nur""","""1-3""","""5-6""","""5-5""","""complex""","""left""","""five""","""1-5""","""nadutokugup""","""1-1""","""5-5""","""5-7""","""complex""","""left""","""three""","""1-5""","""nobibax""","""1-4""","""5-7""","""1-2""","""simple""","""left""","""one""","""1-5""","""pim""","""1-2""","""5-1""","""words""","""""","53"
"54","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3PMBY0YE273IW6TG5DJPO3BI64ZC9X","Submitted","Fri Sep 26 18:04:01 PDT 2014","Thu Sep 11 18:02:50 PDT 2014","Thu Sep 11 18:04:01 PDT 2014",NA,NA,NA,NA,NA,"""5-1""","""complex""","""right""","""one""","""1-5""","""tib""","""1-7""","""5-1""","""5-2""","""complex""","""left""","""five""","""1-5""","""gadapigimig""","""1-4""","""5-2""","""1-1""","""simple""","""left""","""five""","""1-5""","""gotukugunop""","""1-1""","""5-8""","""1-5""","""simple""","""right""","""three""","""1-5""","""napudut""","""1-5""","""5-7""","""1-6""","""simple""","""left""","""three""","""1-5""","""munudop""","""1-6""","""5-3""","""1-8""","""simple""","""right""","""one""","""1-5""","""pag""","""1-8""","""5-5""","""Word association linking alien (unknown) terms to familiar terms.""","""Thanks!""","54"
"55","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3JC6VJ2SABJB24U6I9AH6SGSK5W5AY","Submitted","Fri Sep 26 18:05:33 PDT 2014","Thu Sep 11 18:02:47 PDT 2014","Thu Sep 11 18:05:33 PDT 2014",NA,NA,NA,NA,NA,"""5-1""","""complex""","""left""","""three""","""1-5""","""pigodax""","""1-2""","""5-1""","""5-3""","""complex""","""right""","""five""","""1-5""","""butudokunur""","""1-4""","""5-3""","""5-8""","""complex""","""right""","""three""","""1-5""","""nibigir""","""1-7""","""5-8""","""5-6""","""complex""","""left""","""five""","""1-5""","""bamodupupag""","""1-1""","""5-6""","""1-5""","""simple""","""left""","""one""","""1-5""","""mig""","""1-5""","""5-4""","""1-6""","""simple""","""right""","""one""","""1-5""","""gup""","""1-6""","""5-2""","""Shapes""","""""","55"
"56","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3D4CH1LGEATVDI9L7ZF8EUWX4WSG9C","Submitted","Fri Sep 26 18:08:43 PDT 2014","Thu Sep 11 18:05:58 PDT 2014","Thu Sep 11 18:08:43 PDT 2014",NA,NA,NA,NA,NA,"""5-3""","""complex""","""left""","""one""","""1-5""","""gog""","""1-5""","""5-3""","""5-2""","""complex""","""left""","""five""","""1-5""","""pagunamibup""","""1-6""","""5-2""","""1-7""","""simple""","""left""","""five""","""1-5""","""dogaginupim""","""1-7""","""5-8""","""1-2""","""simple""","""right""","""one""","""1-5""","""tib""","""1-2""","""5-7""","""5-1""","""complex""","""right""","""three""","""1-5""","""dutukug""","""1-8""","""5-1""","""5-6""","""complex""","""right""","""three""","""1-5""","""kinobax""","""1-3""","""5-6""","""word association""","""The more complex the word, the more I thought it referred to the more complex image.""","56"
"57","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3MB8LZR5BFTVG66DMN3DHVFLB7PKLF","Submitted","Fri Sep 26 18:09:20 PDT 2014","Thu Sep 11 18:08:41 PDT 2014","Thu Sep 11 18:09:20 PDT 2014",NA,NA,NA,NA,NA,"""5-8""","""complex""","""left""","""three""","""1-5""","""nugamup""","""1-1""","""5-8""","""5-1""","""complex""","""left""","""five""","""1-5""","""nobibapagog""","""1-7""","""5-1""","""1-5""","""simple""","""left""","""three""","""1-5""","""kikudop""","""1-5""","""5-6""","""5-3""","""complex""","""left""","""one""","""1-5""","""tob""","""1-4""","""5-3""","""1-6""","""simple""","""right""","""one""","""1-5""","""tib""","""1-6""","""5-2""","""1-3""","""simple""","""right""","""five""","""1-5""","""gubudatupim""","""1-3""","""5-4""","""Language""","""""","57"
"58","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","35LDD5557A4FMOOYMZ4SH8UABCFKMH","Submitted","Fri Sep 26 18:10:11 PDT 2014","Thu Sep 11 18:09:21 PDT 2014","Thu Sep 11 18:10:11 PDT 2014",NA,NA,NA,NA,NA,"""5-7""","""complex""","""right""","""five""","""1-5""","""putubikunid""","""1-2""","""5-7""","""5-6""","""complex""","""right""","""one""","""1-5""","""dop""","""1-4""","""5-6""","""5-5""","""complex""","""right""","""three""","""1-5""","""gigabax""","""1-6""","""5-5""","""5-3""","""complex""","""right""","""three""","""1-5""","""dupamog""","""1-7""","""5-3""","""5-1""","""complex""","""left""","""five""","""1-5""","""tinumigudax""","""1-3""","""5-1""","""5-8""","""complex""","""left""","""one""","""1-5""","""tob""","""1-5""","""5-8""","""What words people associate with objects.""","""Fun survey.""","58"
"59","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3HRMW88U16QD9YHUI6UAYOF1XEAM0E","Submitted","Fri Sep 26 18:10:58 PDT 2014","Thu Sep 11 18:09:46 PDT 2014","Thu Sep 11 18:10:58 PDT 2014",NA,NA,NA,NA,NA,"""5-5""","""complex""","""right""","""one""","""1-5""","""gog""","""1-8""","""5-5""","""5-7""","""complex""","""left""","""one""","""1-5""","""pag""","""1-1""","""5-7""","""1-3""","""simple""","""left""","""five""","""1-5""","""todananomog""","""1-3""","""5-4""","""5-2""","""complex""","""left""","""three""","""1-5""","""tunikig""","""1-7""","""5-2""","""1-6""","""simple""","""left""","""five""","""1-5""","""dodunugipum""","""1-6""","""5-8""","""1-5""","""simple""","""left""","""three""","""1-5""","""gukubax""","""1-5""","""5-1""","""perceiving what a word means or is talking about""","""no other comments""","59"
"60","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3TDXMTX3CBUMRQDIZGCZFWIBT8BI6U","Submitted","Fri Sep 26 18:11:05 PDT 2014","Thu Sep 11 18:09:07 PDT 2014","Thu Sep 11 18:11:05 PDT 2014",NA,NA,NA,NA,NA,"""5-8""","""complex""","""right""","""three""","""1-5""","""tomigir""","""1-6""","""5-8""","""5-1""","""complex""","""left""","""five""","""1-5""","""tidupunodop""","""1-2""","""5-1""","""5-4""","""complex""","""left""","""five""","""1-5""","""nubamutukug""","""1-8""","""5-4""","""5-5""","""complex""","""left""","""three""","""1-5""","""nibinad""","""1-3""","""5-5""","""1-5""","""simple""","""right""","""one""","""1-5""","""dax""","""1-5""","""5-3""","""1-7""","""simple""","""right""","""one""","""1-5""","""kig""","""1-7""","""5-2""","""peoples perception of words""","""Cool shapes""","60"
